10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;
Nadine SEC Superose 6001:10_UV1_280nm;;Nadine SEC Superose 6001:10_UV2_360nm;;Nadine SEC Superose 6001:10_UV3_410nm;;Nadine SEC Superose 6001:10_Cond;;Nadine SEC Superose 6001:10_Cond%;;Nadine SEC Superose 6001:10_Conc;;Nadine SEC Superose 6001:10_pH;;Nadine SEC Superose 6001:10_Pressure;;Nadine SEC Superose 6001:10_Flow;;Nadine SEC Superose 6001:10_Temp;;Nadine SEC Superose 6001:10_Fractions;;Nadine SEC Superose 6001:10_Inject;;Nadine SEC Superose 6001:10_UV1_280nm@01,BASEM;;Nadine SEC Superose 6001:10_Logbook;
min;UV1_280nm;min;UV2_360nm;min;UV3_410nm;min; mS/cm;min; %;min; %B;min; ;min; MPa;min; ml/min;min; °C;min;(Fractions);min;(Injections);min; mAU;min;(Set Marks)
11.36;-0.46;11.36;333.47;11.36;320.09;11.83;2.60;11.83;2.60;11.83;0.00;11.83;7.87;11.83;0.13;11.83;0.02;11.83;28.40;;;;;11.36;-3.05;1.22;Base SameAsMain
11.52;-0.52;11.52;333.45;11.52;320.09;12.00;2.60;12.00;2.60;12.00;0.00;12.00;7.87;12.00;0.12;12.00;0.02;12.00;28.40;;;;;11.52;-3.03;142.33;Fractionation_Stop_900  (Manual)
11.68;-0.55;11.68;333.40;11.68;320.17;12.17;2.60;12.17;2.60;12.17;0.00;12.17;7.87;12.17;0.14;12.17;0.02;12.17;28.40;;;;;11.68;-3.00;146.12;Fractionation_Stop_900  (Manual)
11.84;-0.64;11.84;333.37;11.84;320.02;12.33;2.60;12.33;2.60;12.33;0.00;12.33;7.88;12.33;0.14;12.33;0.02;12.33;28.40;;;;;11.84;-2.97;146.24;Fractionation_900    0.000 ml (Manual)
12.00;-0.67;12.00;333.38;12.00;320.15;12.50;2.60;12.50;2.60;12.50;0.00;12.50;7.88;12.50;0.14;12.50;0.02;12.50;28.40;;;;;12.00;-2.94;;
12.16;-0.72;12.16;333.35;12.16;320.10;12.67;2.60;12.67;2.60;12.67;0.00;12.67;7.88;12.67;0.14;12.67;0.02;12.67;28.40;;;;;12.16;-2.91;;
12.32;-0.68;12.32;333.48;12.32;320.31;12.83;2.59;12.83;2.60;12.83;0.00;12.83;7.88;12.83;0.12;12.83;0.02;12.83;28.40;;;;;12.32;-2.87;;
12.48;-0.71;12.48;333.40;12.48;320.18;13.00;2.59;13.00;2.60;13.00;0.00;13.00;7.88;13.00;0.13;13.00;0.02;13.00;28.40;;;;;12.48;-2.84;;
12.64;-0.75;12.64;333.39;12.64;320.14;13.17;2.59;13.17;2.60;13.17;0.00;13.17;7.88;13.17;0.14;13.17;0.02;13.17;28.40;;;;;12.64;-2.80;;
12.80;-0.79;12.80;333.36;12.80;320.05;13.33;2.59;13.33;2.60;13.33;0.00;13.33;7.88;13.33;0.14;13.33;0.02;13.33;28.40;;;;;12.80;-2.76;;
12.96;-0.93;12.96;333.25;12.96;319.95;13.50;2.59;13.50;2.60;13.50;0.00;13.50;7.88;13.50;0.13;13.50;0.02;13.50;28.40;;;;;12.96;-2.73;;
13.12;-0.97;13.12;333.29;13.12;319.90;13.67;2.59;13.67;2.60;13.67;0.00;13.67;7.87;13.67;0.14;13.67;0.02;13.67;28.40;;;;;13.12;-2.70;;
13.28;-1.03;13.28;333.22;13.28;319.97;13.83;2.59;13.83;2.60;13.83;0.00;13.83;7.87;13.83;0.14;13.83;0.02;13.83;28.40;;;;;13.28;-2.66;;
13.44;-1.03;13.44;333.21;13.44;319.96;14.00;2.59;14.00;2.60;14.00;0.00;14.00;7.87;14.00;0.14;14.00;0.02;14.00;28.40;;;;;13.44;-2.62;;
13.60;-1.14;13.60;333.11;13.60;319.88;14.17;2.59;14.17;2.60;14.17;0.00;14.17;7.87;14.17;0.15;14.17;0.02;14.17;28.40;;;;;13.60;-2.58;;
13.76;-1.19;13.76;333.21;13.76;319.93;14.33;2.59;14.33;2.60;14.33;0.00;14.33;7.87;14.33;0.14;14.33;0.02;14.33;28.40;;;;;13.76;-2.54;;
13.92;-1.19;13.92;333.24;13.92;319.85;14.50;2.59;14.50;2.60;14.50;0.00;14.50;7.87;14.50;0.14;14.50;0.02;14.50;28.40;;;;;13.92;-2.49;;
14.08;-1.24;14.08;333.09;14.08;319.86;14.67;2.59;14.67;2.60;14.67;0.00;14.67;7.87;14.67;0.12;14.67;0.02;14.67;28.40;;;;;14.08;-2.45;;
14.24;-1.29;14.24;333.10;14.24;319.91;14.83;2.59;14.83;2.60;14.83;0.00;14.83;7.87;14.83;0.13;14.83;0.02;14.83;28.40;;;;;14.24;-2.40;;
14.40;-1.23;14.40;333.20;14.40;319.91;15.00;2.59;15.00;2.60;15.00;0.00;15.00;7.87;15.00;0.13;15.00;0.02;15.00;28.40;;;;;14.40;-2.35;;
14.56;-1.27;14.56;333.21;14.56;319.89;15.17;2.59;15.17;2.60;15.17;0.00;15.17;7.87;15.17;0.13;15.17;0.02;15.17;28.40;;;;;14.56;-2.30;;
14.72;-1.37;14.72;333.13;14.72;319.85;15.33;2.59;15.33;2.60;15.33;0.00;15.33;7.87;15.33;0.14;15.33;0.02;15.33;28.40;;;;;14.72;-2.26;;
14.88;-1.42;14.88;333.13;14.88;319.82;15.50;2.59;15.50;2.60;15.50;0.00;15.50;7.87;15.50;0.13;15.50;0.02;15.50;28.40;;;;;14.88;-2.21;;
15.04;-1.45;15.04;333.06;15.04;319.87;15.67;2.59;15.67;2.60;15.67;0.00;15.67;7.87;15.67;0.14;15.67;0.02;15.67;28.40;;;;;15.04;-2.15;;
15.20;-1.54;15.20;333.05;15.20;319.77;15.83;2.59;15.83;2.60;15.83;0.00;15.83;7.88;15.83;0.15;15.83;0.02;15.83;28.40;;;;;15.20;-2.10;;
15.36;-1.58;15.36;333.02;15.36;319.77;16.00;2.59;16.00;2.60;16.00;0.00;16.00;7.88;16.00;0.15;16.00;0.02;16.00;28.40;;;;;15.36;-2.05;;
15.52;-1.56;15.52;333.00;15.52;319.66;16.17;2.59;16.17;2.60;16.17;0.00;16.17;7.88;16.17;0.14;16.17;0.02;16.17;28.40;;;;;15.52;-2.00;;
15.68;-1.62;15.68;333.01;15.68;319.73;16.33;2.59;16.33;2.60;16.33;0.00;16.33;7.87;16.33;0.14;16.33;0.02;16.33;28.40;;;;;15.68;-1.94;;
15.84;-1.68;15.84;332.99;15.84;319.73;16.50;2.59;16.50;2.60;16.50;0.00;16.50;7.87;16.50;0.14;16.50;0.02;16.50;28.40;;;;;15.84;-1.89;;
16.00;-1.65;16.00;332.97;16.00;319.88;16.67;2.59;16.67;2.60;16.67;0.00;16.67;7.87;16.67;0.13;16.67;0.02;16.67;28.40;;;;;16.00;-1.83;;
16.16;-1.69;16.16;332.96;16.16;319.73;16.83;2.59;16.83;2.60;16.83;0.00;16.83;7.87;16.83;0.13;16.83;0.02;16.83;28.40;;;;;16.16;-1.77;;
16.32;-1.72;16.32;333.02;16.32;319.79;17.00;2.59;17.00;2.60;17.00;0.00;17.00;7.87;17.00;0.14;17.00;0.02;17.00;28.40;;;;;16.32;-1.72;;
